"","b_1058","b_200","b_61","b_95","b_1052","b_10","b_912","b_1047","b_1261","b_1086","b_314","b_1045","b_1084","b_372","b_1048","b_1006","b_775","b_1531","b_9","b_988","b_741","b_1016","b_1491","b_659","b_693","b_1081","b_879","b_981","b_864","b_405","b_8","b_1075","b_959","b_1617","b_1429","b_2","b_937","b_1270","b_933","b_940","b_1225","b_908","b_1165","b_1073","b_1615","b_1616","b_1551","b_851","b_1278","b_859","b_857","b_855","b_1277","b_1272","b_783","b_834","b_835","b_1265","b_823","b_763","b_826","b_780","b_1264","b_1267","b_799","b_824","b_791","b_797","b_760","b_1274","b_779","b_810","b_798","b_818","b_751","b_770","b_811","b_750","b_1269","b_793","b_841","b_1672","b_781","b_752","b_926","b_716","b_717","b_734","b_925","b_74","b_736","b_661","b_658","b_1242","b_1521","b_662","b_1526","b_11","b_1235","b_1231","b_724","b_1241","b_1524","b_648","b_1228","b_637","b_634","b_612","b_1224","b_621","b_629","b_639","b_1227","b_620","b_619","b_628","b_611","b_558","b_557","b_556","b_574","b_1573","b_359","b_6","b_364","b_93","b_1192","b_1194","b_478","b_1206","b_92","b_515","b_1115","b_1114","b_3","b_7","b_388","b_389","b_1171","b_352","b_1159","b_1172","b_1177","b_375","b_368","b_1276","b_387","b_1544","b_410","b_376","b_1176","b_377","b_373","b_1166","b_374","b_1161","b_1178","b_1543","b_317","b_286","b_282","b_312","b_281","b_1149","b_1152","b_290","b_324","b_346","b_339","b_295","b_266","b_291","b_1151","b_344","b_318","b_269","b_1154","b_1147","b_303","b_305","b_296","b_345","b_1181","b_378","b_400","b_56","b_69"
"b_281",0,0,0.0246913580246914,0.0740740740740741,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160493827160494,0,0,0,0.0617283950617284,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0.0246913580246914,0.0123456790123457,0,0,0.0123456790123457,0.0123456790123457,0,0.0740740740740741,0,0.0493827160493827,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0.0864197530864197,0,0.0987654320987654,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493827160493827,0,0,0,0,0,0,0,0,0.0246913580246914,0,0,0.037037037037037,0.0493827160493827,0,0.209876543209877,0.0123456790123457,0,0,0,0,0,0.271604938271605,0,0,0,0,0.407407407407407,0.481481481481481,0,0,0,0,0,0,0
"b_1149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914,0,0,0.0617283950617284,0,0,0,0,0,0,0.111111111111111,0,0.0123456790123457,0,0.0123456790123457,0.0123456790123457,0,0,0,0,0.0123456790123457,0.0864197530864197,0,0.0123456790123457,0,0.0493827160493827,0,0,0,0,0,0.0617283950617284,0,0.0123456790123457,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0.0246913580246914,0,0,0,0.0617283950617284,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0.037037037037037,0,0,0,0.0123456790123457,0,0,0,0.580246913580247,0,0,0.0123456790123457,0,0.666666666666667,0,0,0.0246913580246914,0,0,0,0,0,0,0,0
"b_1152",0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518518518518518,0,0.0493827160493827,0,0,0,0.0246913580246914,0.0493827160493827,0,0,0,0,0,0.209876543209877,0,0,0,0.0123456790123457,0,0,0,0.0617283950617284,0,0,0,0,0
"b_290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0.115384615384615,0,0,0,0.0256410256410256,0,0,0,0,0,0.128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0.0128205128205128,0,0,0.0256410256410256,0,0,0.0641025641025641,0.0256410256410256,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0.0769230769230769,0,0.0256410256410256,0,0,0,0,0,0,0.0128205128205128,0.0256410256410256,0,0.0641025641025641,0.0384615384615385,0,0,0,0,0,0,0,0.0641025641025641,0,0,0,0,0.0128205128205128,0
"b_324",0,0,0,0.0123456790123457,0.135802469135802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493827160493827,0,0,0.0617283950617284,0.0123456790123457,0,0,0.0123456790123457,0,0,0.172839506172839,0,0.0493827160493827,0,0,0.037037037037037,0,0.0123456790123457,0,0,0.0740740740740741,0.037037037037037,0,0.0123456790123457,0,0.0493827160493827,0,0.037037037037037,0,0,0,0.0617283950617284,0,0.0246913580246914,0,0.0864197530864197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740740740740741,0,0.0246913580246914,0,0,0,0,0,0,0,0,0.185185185185185,0,0,0,0,0,0,0,0,0,0.185185185185185,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0.0123456790123457,0,0.209876543209877,0.0123456790123457,0.0246913580246914,0,0,0.0123456790123457,0,0,0,0,0,0.0493827160493827,0,0,0,0.481481481481481,0.0246913580246914,0.0246913580246914,0,0,0,0,0,0,0
"b_346",0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0.0123456790123457,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914,0.0123456790123457,0,0,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493827160493827,0,0.0123456790123457,0,0.0493827160493827,0,0.0123456790123457,0,0,0,0.0123456790123457,0,0,0.0987654320987654,0,0,0,0,0.0246913580246914,0,0,0.0123456790123457,0,0,0,0,0
"b_339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858974358974359,0,0.0128205128205128,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0,0.0128205128205128,0,0,0,0,0.0256410256410256,0
"b_295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0.102564102564103,0,0,0,0.0512820512820513,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0.0769230769230769,0,0.0384615384615385,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897435897435897,0.115384615384615,0,0.0897435897435897,0,0,0,0.0256410256410256,0,0,0,0,0,0.0897435897435897,0.0128205128205128,0,0.0256410256410256,0,0.0256410256410256,0,0,0,0.320512820512821,0,0,0,0,0,0
"b_266",0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0.0123456790123457,0.0123456790123457,0.0246913580246914,0,0,0.0246913580246914,0,0,0,0.0123456790123457,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864197530864197,0,0,0.0123456790123457,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0.580246913580247,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0
"b_291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0.0384615384615385,0,0,0.0256410256410256,0,0,0.0897435897435897,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0.0641025641025641,0,0,0,0.0897435897435897,0,0,0.0256410256410256,0,0.0128205128205128,0,0.0256410256410256,0,0,0,0.0512820512820513,0,0,0,0,0,0
"b_1151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0.0256410256410256,0,0.0512820512820513,0,0,0,0.0384615384615385,0,0,0,0.0128205128205128,0,0.0256410256410256,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"b_344",0,0,0.0123456790123457,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148148148148148,0,0.0123456790123457,0.0740740740740741,0.0246913580246914,0,0,0,0,0,0.135802469135802,0,0,0,0.0246913580246914,0.0123456790123457,0,0,0,0,0.0246913580246914,0,0,0,0.0123456790123457,0,0,0,0,0.0123456790123457,0.0246913580246914,0,0,0.0246913580246914,0,0.0123456790123457,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617283950617284,0.0617283950617284,0,0.0493827160493827,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0.703703703703704,0,0.271604938271605,0.0123456790123457,0.209876543209877,0,0.0493827160493827,0.0987654320987654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0
"b_318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.0256410256410256,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0.794871794871795,0,0,0,0,0,0,0,0.0256410256410256,0,0.0128205128205128,0.0128205128205128,0,0,0,0.0641025641025641,0,0,0,0,0,0,0,0,0,0
"b_269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b_1154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0.0128205128205128,0.0641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641025641025641,1,0,0.0641025641025641,0,0,0,0,0,0,0.0512820512820513,0.0256410256410256,0,0.0256410256410256,0,0,0.0641025641025641,0,0,0,0,0,0,0,0,0,0,0,0
"b_1147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0.0123456790123457,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0.481481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b_303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914,0.037037037037037,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914,0.0123456790123457,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407407407407407,0.0246913580246914,0,0,0.0246913580246914,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0
"b_305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0.481481481481481,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0.0123456790123457,0,0,0,0,0
"b_296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0.0128205128205128,0,0,0,0.0128205128205128,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0.0128205128205128,0,0,0,0.0641025641025641,0,0,0.0128205128205128,0.320512820512821,0,0.0512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128
"b_345",0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0.0123456790123457,0,0,0,0.037037037037037,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914,0.0246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0.0864197530864197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419753086419753,0,0,0,0.0617283950617284,0,0,0.0123456790123457,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0
"b_1181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0.0198019801980198,0,0,0,0.0198019801980198,0,0,0,0,0,0.0594059405940594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544554455445545,0.0297029702970297,0,0.0099009900990099,0,0,0,0,0.0099009900990099,0.0594059405940594,0,0.099009900990099,0.0099009900990099,0,0,0,0.099009900990099,0.0297029702970297,0.0198019801980198,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b_378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0.554455445544555,0.0099009900990099,0,0.0099009900990099,0.0099009900990099,0,0.0099009900990099,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138613861386139,0,0
"b_400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0.0297029702970297,0,0,0,0.0198019801980198,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0.0099009900990099,0.0792079207920792,0,0.0495049504950495,0,0.0099009900990099,0,0,0.0198019801980198,0.0495049504950495,0,0.891089108910891,0,0,0,0.0099009900990099,0.0198019801980198,0.0099009900990099,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138613861386139,0,0,0
"b_56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397435897435897,0,0,0,0,0,0,0.0128205128205128,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205128205128205,0.0897435897435897,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641025641025641,0,0.0128205128205128,0,0,0,0.0128205128205128,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b_69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0,0,0,0,0.179487179487179,0,0,0.0128205128205128,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0.294871794871795,0.0128205128205128,0.179487179487179,0,0,0,0,0,0.0897435897435897,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217948717948718,0,0.282051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0
